path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
.git/objects/57/7f2fbabe9e75e1f50833d6d10b859ca5432ac4,13447,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/59/c7d29471297645d932b450017c2a03a786f607,1139,2026-09-01T09:45:40,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5b/342046b0e5c00e0e33cd3dc770d31de22cdd5f,169,2026-09-01T13:44:51,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5c/28c0915aa5b53013385c1f34b7c139c4cda57f,5487,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5c/5356f04243d66349d6bf858669d2de292b6d20,2239,2026-09-01T09:24:59,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5c/9813e987be5735671163050007515de36991d3,669,2026-09-01T09:24:59,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5d/a708967bbb5df6f89765bbb9e3ef31dd813d9f,668,2026-08-31T21:51:03,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5d/cc01f347f11510950db80effac0a77bf338321,668,2026-09-01T08:48:35,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5e/a741cc291139c7d95ea153b41437e9ca36c4f9,14818,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/5e/b3b81a017494717aea39df64d5de830ba4c703,165,2026-08-31T21:33:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/60/c2df5919a761b4e25c7f5d4e936aac0eb266cc,2358,2026-09-01T13:44:51,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/63/68a66532c66c1af7fa1a08623096d241747496,46,2026-09-01T10:53:58,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/63/7f1b5a3c9e532d995a8753bc2c98bdf7e927c6,669,2026-08-31T23:21:54,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/63/f576682ffdf9a613c97f386d7ed58adbc2e7d1,666,2026-08-31T21:33:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/65/5df7d13372bb9335543ae3e76f00947b7b1e87,7450,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/68/8124ca94c88f3f1d35ce332481cecd304a8f7f,16921,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/68/cb<REDACTED_PHONE>f6a487c93de662d0d164b524e,434911,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/6c/3b481c178c5d4375490a269fe31491285fedae,227,2026-08-31T21:42:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/6c/b32fae262237f209b1ce4c25342e4b61619a3a,343,2026-08-31T21:42:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/6e/e7406c53f0a46fb17a05e03f0336323fced94d,6540,2026-09-01T09:18:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/6f/9c3bbd0b14d771437d782a85ae87a248d8baf8,1391,2026-09-01T13:44:51,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/72/655e7979bded11bffe0b50cf83a5773ee5d0a0,2308,2026-09-01T09:45:39,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/76/1ae0ca8320a93fa550e3ed3ffe3f5166b35f4f,1207,2026-08-31T23:21:54,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/77/3da41a376c8ecbb3609e38b3ac41840b26c158,1271,2026-09-01T09:45:40,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/79/b7ab0ef863b3f1da8446186d545cfb72b8269d,3517,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/7a/33a88e521ff0a681ce7282c419f89af76f2f04,1089,2026-09-01T09:18:37,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/7d/5216ba6ba85f1ad8bdb488148ef59b2ec1d153,994,2026-08-31T21:29:53,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/7d/99f6851d9f0253432647dc3942db0379c4543c,15032,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/7f/5a4f793751eba2ad46f49f930af91e5490ae0b,770,2026-09-01T13:44:51,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/7f/d589541390e7cb2fe10f30e8401d7e95a719e9,669,2026-09-01T09:18:37,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/80/0e5856a0e2204ba6969b7a16048aae7af4e71e,1175,2026-09-01T10:14:33,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/80/b47d71f8f8c3660a6a48b092d98b09245b3814,4940,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/81/347c8e80d86496b08f40d458036f8a9bf667f6,2724,2026-08-31T21:51:03,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/82/653c1ccec7c05bde11dc48f32c4081f429604f,7692,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/83/810668b21a5c8ffd7dcb7e0abf7c73cecd18d9,5089,2026-09-01T10:57:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/84/9e8340d46f07ded29be9fdc9e45707bdd7dbf6,2674,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/85/2b49d308015b055f5d0b92ddf907b8d114ceda,526764,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/86/372d4454c0067f5c1e4e21dfb18b1290fbd014,886,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/88/cf51a423fded893ee6c76cf3ce73b19ed7f1ed,14453,2026-09-01T09:18:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/89/38fefe403b88c8d3e93c216c978f7b05abec99,24009,2026-09-01T10:57:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/8b/e06195450d5e497153eea3de0769971198fe06,668,2026-08-31T21:29:53,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/8e/06e6d8dd254200697ab660695801cc0bf2be2e,17857,2026-09-01T10:57:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/90/5b7b87fba5a3048d5948721a1d958e4d7a57e0,1326,2026-09-01T10:57:57,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/91/0fb7ab2d7eb1b3649984ade22c1f5780bfa950,1789,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/91/382031f4101c20c2ca725934d3aa33b46c202f,668,2026-08-31T21:42:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/92/7b67d9f83e6d565bb0ffd5a5c28cfe002338cd,17424,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/93/3264eb41899b13e961de0cd5276910fea7abca,14839,2026-09-01T09:18:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/94/8dc5f7ed7822c3292ab19191e7704711cc99fb,209,2026-08-31T21:29:53,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/95/bfa6f4fbe68ddda3f4154f8d97179ea3ebeb81,7961,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/96/2eee41e2741a198d72ddb1a5a58164786153b4,668,2026-09-01T09:45:40,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/97/cc1b62f7de102848e4f9a52e964048e337da73,1237,2026-09-01T08:49:25,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/99/2881b73ada7625bb51f1a700e262c63bd65efc,5220,2026-09-01T10:48:34,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/99/f4385fe<REDACTED_PHONE>a3312831fb89582024a6,213,2026-09-01T08:48:35,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/9a/e773425eb6dfd568e5d0b159f07d433af99caf,15797,2026-09-01T10:57:13,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/9a/edd90349d81e335f36519b4cb042e0a74ddce3,86,2026-09-01T09:18:37,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/9e/f471c325afa183887c65f861da284290995154,5450,2026-08-31T21:27:40,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a2/720dbf6e8de79ca9b4f040d29df5fe9fb62a45,543,2026-09-01T10:57:57,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a2/91b0a5afff5bbc0908e81a023203bd83a406e2,522,2026-09-01T09:18:37,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a2/ed0d5fdc85599c2a82b3bffe6a12dccc995d64,18700,2026-08-31T21:42:04,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a3/6a61344e4ee643045e827eee2832e9553f1fa0,3477,2026-08-31T21:42:04,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a7/6c40963d4b340c0bbb330005f22f820cce7175,1244,2026-08-31T21:42:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/a9/114e0138cd8bcc68440700fd2448814dbe6b83,2724,2026-08-31T23:21:54,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/ad/06aa9b5c8f84766dabe0ca05e4c7b3c5824dab,2724,2026-08-31T21:27:40,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/ad/373d1e94db33f6a73585b367e8e4e6d468cb49,1025,2026-08-31T21:42:14,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/ad/5842741f5d1f1c98bf34cbe6404d594cdc1fa4,666,2026-09-01T08:49:25,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
.git/objects/ae/8030e570966aec9bb672be9c42a519e95f1498,2288,2026-09-01T13:44:50,git_metadata,LOCAL_ONLY,LOCAL_ONLY,See rg/static-analysis evidence; path retained conservatively,not runtime code,low,KEEP,Git metadata is not product code.,COPIED,physical baseline copy,NO
